phase,date,category,sub_category,title,purpose,runtime_status,shadow_status,research_status,current_status,adoption_status,removed_or_disabled,related_phases,related_reports,summary,verdict
279,2026-06-04,Discord,script,Phase 279 discord refresh summary polish,Script run_phase279_discord_refresh_summary_polish.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase279_discord_refresh_summary_polish.json,Report generated; no runtime adoption,research_complete
280,2026-06-04,Universe,script,Phase 280 universe refresh readability fix,Script run_phase280_universe_refresh_readability_fix.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase280_universe_refresh_readability_fix.json,Report generated; no runtime adoption,research_complete
281,2026-06-04,Discord,script,Discord channel split (trade vs cap-blocked),Script run_phase281_discord_channel_split.py,runtime,none,none,active,adopted,false,,kabu_native/results/reports/phase281_discord_channel_split.json,Report generated; no runtime adoption,Production runtime (Stack C)
282,2026-06-04,Discord,script,Phase 282 discord live flow validation,Script run_phase282_discord_live_flow_validation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase282_discord_live_flow_validation.json,Report generated; no runtime adoption,research_complete
283,2026-06-04,Replay,script,Phase 283 fast realtime replay discord flow,Script run_phase283_fast_realtime_replay_discord_flow.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase283_fast_realtime_replay_discord_flow.json,Report generated; no runtime adoption,research_complete
284,2026-06-04,Replay,script,Phase 284 fast replay current system discord consistency,Script run_phase284_fast_replay_current_system_discord_consistency.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase284_fast_replay_current_system_discord_consistency.json,Report generated; no runtime adoption,research_complete
285,2026-06-04,Monitoring,script,Phase 285 symbol concentration analysis,Script run_phase285_symbol_concentration_analysis.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase285_symbol_concentration_analysis.json,Report generated; no runtime adoption,research_complete
287,2026-06-05,Monitoring,script,Phase 287 auxiliary filter relaxation,Script run_phase287_auxiliary_filter_relaxation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase287_auxiliary_filter_relaxation_review.json,Report generated; no runtime adoption,research_complete
287,2026-06-05,Universe,script,Phase 287 initial screening universe notify fix,Script run_phase287_initial_screening_universe_notify_fix.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase287_auxiliary_filter_relaxation_review.json,Report generated; no runtime adoption,research_complete
288,2026-06-05,Monitoring,script,Phase 288 symbolspec subscript crash fix,Script run_phase288_symbolspec_subscript_crash_fix.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase288_symbolspec_subscript_crash_fix.json,Report generated; no runtime adoption,research_complete
289,2026-06-07,Entry,script,Phase 289 entry score v2 factor attribution,Script run_phase289_entry_score_v2_factor_attribution.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase289_entry_score_v2_factor_attribution.json,Report generated; no runtime adoption,research_complete
290,2026-06-07,Entry,script,Phase 290 entry score v2 reweight review,Script run_phase290_entry_score_v2_reweight_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase290_entry_score_v2_reweight_review.json,Beats A when both profit_factor and total_pnl_pct exceed baseline A on replay with v2>=5 fixed.,Beats A when both profit_factor and total_pnl_pct exceed baseline A on replay with v2>=5 fixed.
291,2026-06-07,Monitoring,script,Phase 291 score4 profit source audit,Script run_phase291_score4_profit_source_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase291_score4_profit_source_audit.json,Report generated; no runtime adoption,research_complete
292,2026-06-07,Monitoring,script,Phase 292 score generation integrity audit,Script run_phase292_score_generation_integrity_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase292_score_generation_integrity_audit.json,Report generated; no runtime adoption,research_complete
293,2026-06-07,Monitoring,script,Phase 293 score pregate feature fix review,Script run_phase293_score_pregate_feature_fix_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase293_score_pregate_feature_fix_review.json,Report generated; no runtime adoption,research_complete
294,2026-06-07,Monitoring,script,Phase 294 score fix with overtrade guard review,Script run_phase294_score_fix_with_overtrade_guard_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase294_score_fix_with_overtrade_guard_review.json,Report generated; no runtime adoption,research_complete
295,2026-06-07,Monitoring,script,Phase 295 hbrecent pregate fix report,Script run_phase295_hbrecent_pregate_fix_report.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase295_hbrecent_pregate_fix_report.json,Report generated; no runtime adoption,research_complete
296,2026-06-07,Monitoring,script,Phase 296 duration cutoff validation,Script run_phase296_duration_cutoff_validation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase296_duration_cutoff_validation.json,Report generated; no runtime adoption,research_complete
297,2026-06-07,Monitoring,script,Phase 297 score5 consistency audit,Script run_phase297_score5_consistency_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase297_score5_consistency_audit.json,Report generated; no runtime adoption,research_complete
299,2026-06-07,Monitoring,script,Phase 299 board pregate fix report,Script run_phase299_board_pregate_fix_report.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase299_board_pregate_fix_report.json,Report generated; no runtime adoption,research_complete
300,2026-06-07,Monitoring,script,Phase 300 board live payload availability report,Script run_phase300_board_live_payload_availability_report.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase300_board_live_payload_availability_report.json,Report generated; no runtime adoption,research_complete
301,2026-06-07,Monitoring,script,Phase 301 board live confirmation,Script run_phase301_board_live_confirmation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase301_board_live_confirmation.json,Report generated; no runtime adoption,research_complete
302,2026-06-07,Monitoring,script,Phase 302 duration bottleneck audit,Script run_phase302_duration_bottleneck_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase302_duration_bottleneck_audit.json,Report generated; no runtime adoption,research_complete
303,2026-06-07,Monitoring,script,Phase 303 duration cutoff origin audit,Script run_phase303_duration_cutoff_origin_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase303_duration_cutoff_origin_audit.json,Report generated; no runtime adoption,research_complete
304,2026-06-07,Monitoring,script,Phase 304 duration value review,Script run_phase304_duration_value_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase304_duration_value_review.checkpoint.json,Report generated; no runtime adoption,research_complete
305,2026-06-07,Monitoring,script,Phase 305 duration weight review,Script run_phase305_duration_weight_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase305_duration_weight_review.checkpoint.json,Report generated; no runtime adoption,research_complete
306,2026-06-07,Monitoring,script,Phase 306 token fire rate profit attribution,Script run_phase306_token_fire_rate_profit_attribution.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase306_token_fire_rate_profit_attribution.checkpoint.json,Report generated; no runtime adoption,research_complete
307,2026-06-07,Monitoring,script,Phase 307 price token removal review,Script run_phase307_price_token_removal_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase307_price_token_removal_review.checkpoint.json,Report generated; no runtime adoption,research_complete
308,2026-06-07,Entry,script,Phase 308 rebuilt entry score review,Script run_phase308_rebuilt_entry_score_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase308_rebuilt_entry_score_review.checkpoint.json,Report generated; no runtime adoption,research_complete
309,2026-06-07,Monitoring,script,Phase 309 d outlier check,Script run_phase309_d_outlier_check.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase309_d_outlier_check.json,Report generated; no runtime adoption,research_complete
310,2026-06-07,Monitoring,script,Phase 310 remove duration price tokens report,Script run_phase310_remove_duration_price_tokens_report.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase310_remove_duration_price_tokens_report.json,Report generated; no runtime adoption,research_complete
311,2026-06-07,Monitoring,script,Phase 311 repoint score after token removal report,Script run_phase311_repoint_score_after_token_removal_report.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase311_repoint_score_after_token_removal_report.json,Report generated; no runtime adoption,research_complete
312,2026-06-07,Monitoring,script,Phase 312 min threshold tv review,Script run_phase312_min_threshold_tv_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase312_min_threshold_tv_review.checkpoint.json,Report generated; no runtime adoption,research_complete
313,2026-06-07,Monitoring,script,Phase 313 hbrecent necessity review,Script run_phase313_hbrecent_necessity_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase313_hbrecent_necessity_review.checkpoint.json,Report generated; no runtime adoption,research_complete
313,2026-06-07,Monitoring,script,Phase 313 remove tv token report,Script run_phase313_remove_tv_token_report.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase313_hbrecent_necessity_review.checkpoint.json,Report generated; no runtime adoption,research_complete
314,2026-06-07,Entry,script,Entry score v2 simplification (Momentum+Board only),Script run_phase314_final_entry_score_simplification_report.py,runtime,none,none,active,adopted,false,,kabu_native/results/reports/phase314_final_entry_score_simplification_report.json,Report generated; no runtime adoption,Production runtime (Stack C)
315,2026-06-07,Monitoring,script,Phase 315 100share yen expectancy report,Script run_phase315_100share_yen_expectancy_report.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase315_100share_yen_expectancy_report.json,Report generated; no runtime adoption,research_complete
316,2026-06-07,Exit,script,Phase 316 exit discord 100share yen notification report,Script run_phase316_exit_discord_100share_yen_notification_report.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase316_exit_discord_100share_yen_notification_report.json,Report generated; no runtime adoption,research_complete
317,2026-06-13,Monitoring,script,Phase 317 tomorrow paper trade preflight,Script run_phase317_tomorrow_paper_trade_preflight.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase317_tomorrow_paper_trade_preflight.json,Report generated; no runtime adoption,research_complete
318,2026-06-13,Replay,script,Phase 318 current production logic replay,Script run_phase318_current_production_logic_replay.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase318_current_production_logic_replay.checkpoint.json,Report generated; no runtime adoption,research_complete
319,2026-06-13,Exit,script,Phase 319 exit reason pnl diagnosis,Script run_phase319_exit_reason_pnl_diagnosis.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase319_exit_reason_pnl_diagnosis.json,Report generated; no runtime adoption,research_complete
320,2026-06-13,Monitoring,script,Phase 320 board gate live effectiveness audit,Script run_phase320_board_gate_live_effectiveness_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase320_board_gate_live_effectiveness_audit.json,Report generated; no runtime adoption,research_complete
321,2026-06-13,Monitoring,script,Phase 321 stop hit mechanism review,Script run_phase321_stop_hit_mechanism_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase321_stop_hit_mechanism_review.json,Report generated; no runtime adoption,research_complete
322,2026-06-13,Monitoring,script,Phase 322 trailing activation sensitivity review,Script run_phase322_trailing_activation_sensitivity_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase322_trailing_activation_sensitivity_review.json,Report generated; no runtime adoption,research_complete
323,2026-06-13,Monitoring,script,Phase 323 trailing activation full day review,Script run_phase323_trailing_activation_full_day_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase323_trailing_activation_full_day_review.json,Report generated; no runtime adoption,research_complete
324,2026-06-13,Exit,script,Phase 324 exit feature separation review,Script run_phase324_exit_feature_separation_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase324_exit_feature_separation_review.json,Report generated; no runtime adoption,research_complete
325,2026-06-13,Exit,script,Phase 325 vwap exit discovery,Script run_phase325_vwap_exit_discovery.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase325_vwap_exit_discovery.json,Report generated; no runtime adoption,research_complete
326,2026-06-13,Monitoring,script,Phase 326 vwap threshold distribution review,Script run_phase326_vwap_threshold_distribution_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase326_vwap_threshold_distribution_review.json,Report generated; no runtime adoption,research_complete
327,2026-06-13,Monitoring,script,Phase 327 vwap contraction threshold review,Script run_phase327_vwap_contraction_threshold_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase327_vwap_contraction_threshold_review.json,Report generated; no runtime adoption,research_complete
328,2026-06-13,Replay,script,Phase 328 vwap contraction full replay review,Script run_phase328_vwap_contraction_full_replay_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase328_vwap_contraction_full_replay_review.json,Report generated; no runtime adoption,research_complete
329,2026-06-13,Monitoring,script,Phase 329 trailing context sensitivity review,Script run_phase329_trailing_context_sensitivity_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase329_trailing_context_sensitivity_review.json,Report generated; no runtime adoption,research_complete
330,2026-06-13,Monitoring,script,Phase 330 board dynamic trailing review,Script run_phase330_board_dynamic_trailing_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase330_board_dynamic_trailing_review.json,Report generated; no runtime adoption,research_complete
331,2026-06-13,Replay,script,Phase 331 board dynamic trailing full replay review,Script run_phase331_board_dynamic_trailing_full_replay_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase331_board_dynamic_trailing_full_replay_review.json,Report generated; no runtime adoption,research_complete
332,2026-06-13,Exit,script,Board-dynamic trailing-MFE production EXIT,Script run_phase332_board_dynamic_shadow_implementation_report.py,runtime,counterfactual,none,active,adopted,false,,kabu_native/results/reports/phase332_board_dynamic_shadow_implementation_report.json,Report generated; no runtime adoption,Production runtime (Stack C)
333,2026-06-13,Discord,script,Canonical 100-share yen summary,Script run_phase333_summary_100share_yen_pnl_report.py,runtime,none,none,active,adopted,false,,kabu_native/results/reports/phase333_summary_100share_yen_pnl_report.json,Report generated; no runtime adoption,Production runtime (Stack C)
336,2026-06-13,Replay,script,Phase 336 realtime board full replay evaluation,Script run_phase336_realtime_board_full_replay_evaluation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase336_realtime_board_full_replay_summary.json,Report generated; no runtime adoption,research_complete
337,2026-06-13,Exit,script,Phase 337 exit candidate shadow evaluation,Script run_phase337_exit_candidate_shadow_evaluation.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase337_exit_candidate_summary.json,Report generated; no runtime adoption,research_complete
338,2026-06-13,Exit,script,Phase 338 exit candidate validation,Script run_phase338_exit_candidate_validation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase338_exit_candidate_validation_summary.json,Report generated; no runtime adoption,research_complete
339,2026-06-13,Monitoring,script,Phase 339 vwap assisted loss tuning,Script run_phase339_vwap_assisted_loss_tuning.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase339_vwap_tuning_summary.json,Report generated; no runtime adoption,research_complete
340,2026-06-13,Monitoring,script,Phase 340 vwap dev finetune,Script run_phase340_vwap_dev_finetune.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase340_vwap_dev_finetune_summary.json,Report generated; no runtime adoption,research_complete
341,2026-06-13,Monitoring,script,Phase 341 vwap 0p4pct robustness,Script run_phase341_vwap_0p4pct_robustness.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase341_vwap_0p4pct_robustness_summary.json,Report generated; no runtime adoption,research_complete
342,2026-06-13,Exit,script,Phase 342 board failure exit,Script run_phase342_board_failure_exit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase342_board_failure_exit_summary.json,Report generated; no runtime adoption,research_complete
343,2026-06-13,Monitoring,script,Phase 343 board failure mfe tuning,Script run_phase343_board_failure_mfe_tuning.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase343_board_failure_mfe_tuning_summary.json,Report generated; no runtime adoption,research_complete
343pre_parallel_eval_benchmark,2026-06-13,Monitoring,script,Phase 343pre parallel eval benchmark,Script run_phase343pre_parallel_eval_benchmark.py,research,none,active,inactive,observe,false,,,Script run_phase343pre_parallel_eval_benchmark.py,Research / review artifact
344,2026-06-13,Monitoring,script,Phase 344 board failure mfe0p2 confirm5 robustness,Script run_phase344_board_failure_mfe0p2_confirm5_robustness.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase344_board_failure_mfe0p2_confirm5_robustness_summary.json,Report generated; no runtime adoption,research_complete
345,2026-06-13,Monitoring,script,Phase 345 board failure forensic,Script run_phase345_board_failure_forensic.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase345_forensic_review_summary.json,Report generated; no runtime adoption,research_complete
346,2026-06-13,Monitoring,script,Phase 346 board failure false positive guard,Script run_phase346_board_failure_false_positive_guard.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase346_board_failure_false_positive_guard_summary.json,Report generated; no runtime adoption,research_complete
347,2026-06-13,Monitoring,script,Phase 347 board failure cooldown finetune,Script run_phase347_board_failure_cooldown_finetune.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase347_board_failure_cooldown_finetune_summary.json,Report generated; no runtime adoption,research_complete
348,2026-06-13,Entry,script,Phase 348 20260612 entry failure review,Script run_phase348_20260612_entry_failure_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase348_20260612_entry_failure_summary.json,Report generated; no runtime adoption,research_complete
349,2026-06-13,Monitoring,script,Phase 349 20260612 limit gap failure review,Script run_phase349_20260612_limit_gap_failure_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase349_20260612_limit_gap_failure_summary.json,Report generated; no runtime adoption,research_complete
350,2026-06-13,Entry,script,Phase 350 recent3 entry guard validation,Script run_phase350_recent3_entry_guard_validation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase350_recent3_entry_guard_summary.json,Report generated; no runtime adoption,research_complete
351,2026-06-13,Entry,script,Limit-up proximity entry guard,Script run_phase351_limit_up_entry_guard_shadow.py,shadow,inactive,active,inactive,rejected,false,,kabu_native/results/reports/phase351_limit_up_entry_guard_shadow_summary.json,Report generated; no runtime adoption,Evaluated and rejected for production
352,2026-06-13,Monitoring,script,Phase 352 limit up guard historical validation,Script run_phase352_limit_up_guard_historical_validation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase352_limit_up_guard_historical_summary.json,Report generated; no runtime adoption,research_complete
353,2026-06-13,Monitoring,script,Phase 353 bad regime detection,Script run_phase353_bad_regime_detection.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase353_bad_regime_detection_summary.json,Pilot shadow ENTRY throttle on flagged crash-regime mornings (live AM only).,Pilot shadow ENTRY throttle on flagged crash-regime mornings (live AM only).
353,2026-06-13,Monitoring,script,Phase 353 pullback misread historical validation,Script run_phase353_pullback_misread_historical_validation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase353_bad_regime_detection_summary.json,Pilot shadow ENTRY throttle on flagged crash-regime mornings (live AM only).,Pilot shadow ENTRY throttle on flagged crash-regime mornings (live AM only).
354,2026-06-13,Universe,script,Phase 354 pullback universe split validation,Script run_phase354_pullback_universe_split_validation.py,research,none,active,inactive,adopted,false,,kabu_native/results/reports/phase354_pullback_universe_split_summary.json,Proceed with production shadow pilot using A_all_symbols.,Proceed with production shadow pilot using A_all_symbols.
355,2026-06-13,Entry,script,Pullback misread Dynamic40 guard,Script run_phase355_post_612_am_accepted_entry_audit.py,runtime,none,none,active,adopted,false,,kabu_native/results/reports/phase355_post_612_am_accepted_entry_audit_summary.json,Report generated; no runtime adoption,Production runtime (Stack C)
356,2026-06-13,Exit,script,Phase 356 post phase355 exit rebaseline,Script run_phase356_post_phase355_exit_rebaseline.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase356_post_phase355_exit_rebaseline_summary.json,Report generated; no runtime adoption,research_complete
357,2026-06-13,Exit,script,Phase 357 actual exit audit,Script run_phase357_actual_exit_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase357_actual_exit_audit_summary.json,Report generated; no runtime adoption,research_complete
358,2026-06-13,Monitoring,script,Phase 358 low mfe stophit forensic,Script run_phase358_low_mfe_stophit_forensic.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase358_low_mfe_stophit_forensic_summary.json,Report generated; no runtime adoption,research_complete
359,2026-06-13,Entry,script,Gap-up fade entry guard,Script run_phase359_gap_up_fade_entry_guard_validation.py,research,none,active,inactive,rejected,false,,kabu_native/results/reports/phase359_gap_up_fade_entry_guard_summary.json,Production shadow pilot only; adoption bar not fully met.,Evaluated and rejected for production
360,2026-06-13,Monitoring,script,Phase 360 eother classification,Script run_phase360_eother_classification.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase360_eother_classification_summary.json,Report generated; no runtime adoption,research_complete
361,2026-06-13,Monitoring,script,Phase 361 near day high low mom guard validation,Script run_phase361_near_day_high_low_mom_guard_validation.py,research,none,active,inactive,adopted,false,,kabu_native/results/reports/phase361_near_day_high_low_mom_guard_summary.json,Production shadow pilot only; adoption bar not fully met.,Production shadow pilot only; adoption bar not fully met.
362,2026-06-13,Monitoring,script,Phase 362 stack validation,Script run_phase362_stack_validation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase362_stack_validation_summary.json,Add Phase361 C03 guard as B_phase355_plus_c03_all; delta_vs_phase355=229380.0 yen.,Add Phase361 C03 guard as B_phase355_plus_c03_all; delta_vs_phase355=229380.0 yen.
363,2026-06-13,Monitoring,script,Phase 363 c03 robustness validation,Script run_phase363_c03_robustness_validation.py,research,none,active,inactive,adopted,false,,kabu_native/results/reports/phase363_c03_robustness_summary.json,Production candidate: C03 improvement survives 6/12 exclusion.,Production candidate: C03 improvement survives 6/12 exclusion.
365,2026-06-13,Monitoring,script,Phase 365 production stack validation,Script run_phase365_production_stack_validation.py,research,none,active,inactive,adopted,false,,kabu_native/results/reports/phase365_production_stack_validation_summary.json,Maintain Phase355 + Phase364 production stack.,Maintain Phase355 + Phase364 production stack.
366,2026-06-13,Monitoring,script,Phase 366 stophit reclassification,Script run_phase366_stophit_reclassification.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase366_stophit_reclassification_summary.json,Report generated; no runtime adoption,research_complete
367,2026-06-13,Monitoring,script,Phase 367 low mfe residual forensic,Script run_phase367_low_mfe_residual_forensic.py,research,none,active,inactive,adopted,false,,kabu_native/results/reports/phase367_low_mfe_residual_forensic_summary.json,Shadow-validate A6_symbol_reentry_cluster before any production guard; counterfactual delta=121000.0 yen (analysis only).,Shadow-validate A6_symbol_reentry_cluster before any production guard; counterfactual delta=121000.0 yen (analysis only).
368,2026-06-13,Entry,script,Symbol reentry cluster guard,Script run_phase368_symbol_reentry_cluster_guard_validation.py,research,none,active,inactive,rejected,false,,kabu_native/results/reports/phase368_symbol_reentry_cluster_guard_summary.json,Do not adopt; shadow validation failed pass checks.,Evaluated and rejected for production
369,2026-06-13,Monitoring,script,Phase 369 a1 deep split,Script run_phase369_a1_deep_split.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase369_a1_deep_split_summary.json,Shadow-validate K10_dyn40_stop_chain (delta=93100.0 yen).,Shadow-validate K10_dyn40_stop_chain (delta=93100.0 yen).
370,2026-06-13,Entry,script,K10 stop-chain A1 guard,Script run_phase370_k10_stop_chain_a1_guard_validation.py,research,none,active,inactive,rejected,false,,kabu_native/results/reports/phase370_k10_stop_chain_a1_guard_summary.json,Reject K10 guard; shadow validation failed pass checks.,Evaluated and rejected for production
371,2026-06-13,Exit,script,High-MFE stop_hit exit recovery,Script run_phase371_high_mfe_stophit_exit_recovery.py,research,none,active,inactive,rejected,false,,kabu_native/results/reports/phase371_high_mfe_stophit_exit_recovery_summary.json,mfe_0p3_profit_protect improves B/C losses but cuts 155 winners; continue shadow only.,Evaluated and rejected for production
372,2026-06-13,Monitoring,script,Phase 372 low mfe immediate death forensic,Script run_phase372_low_mfe_immediate_death_forensic.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase372_low_mfe_immediate_death_summary.json,Shadow-validate ENTRY guard proxy for C09_dyn40_symbol_repeat (delta=87700.0 yen). Phase368 shadow failed for similar reentry logic; treat as forensic-only uplift. Immediate-death timing clusters (C01,Shadow-validate ENTRY guard proxy for C09_dyn40_symbol_repeat (delta=87700.0 yen). Phase368 shadow failed for similar reentry logic; treat as forensic-only uplift. Immediate-death timing clusters (C01-C03/C12) are forensic labels only.
373,2026-06-13,Monitoring,script,Phase 373 production monitoring,Script run_phase373_production_monitoring.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase373_production_monitoring_summary.json,Report generated; no runtime adoption,research_complete
374,2026-06-13,Universe,script,Phase 374 dynamic40 universe quality review,Script run_phase374_dynamic40_universe_quality_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase374_dynamic40_universe_quality_review_20260612.json,Report generated; no runtime adoption,research_complete
375,2026-06-13,Universe,script,Dynamic40 rank quality full replace,Script run_phase375_dynamic40_rank_quality_shadow.py,shadow,inactive,active,inactive,rejected,false,,kabu_native/results/reports/phase375_dynamic40_rank_quality_shadow_summary.json,Report generated; no runtime adoption,Evaluated and rejected for production
376,2026-06-13,Sizing,script,Phase 376 production daily pnl review,Script run_phase376_production_daily_pnl_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase376_production_daily_pnl_summary.json,Report generated; no runtime adoption,research_complete
377,2026-06-13,Sizing,script,Phase 377 daily regime breakdown,Script run_phase377_daily_regime_breakdown.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase377_daily_regime_breakdown_summary.json,Report generated; no runtime adoption,research_complete
378,2026-06-13,Sizing,script,Phase 378 period b loss concentration,Script run_phase378_period_b_loss_concentration.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase378_period_b_loss_concentration_summary.json,Report generated; no runtime adoption,research_complete
379,2026-06-13,Sizing,script,Phase 379 low mfe stophit deep review,Script run_phase379_low_mfe_stophit_deep_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase379_low_mfe_stophit_deep_review_summary.json,Report generated; no runtime adoption,research_complete
380,2026-06-13,Entry,script,Phase 380 board quality entry signal review,Script run_phase380_board_quality_entry_signal_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase380_board_quality_entry_signal_summary.json,Report generated; no runtime adoption,research_complete
381,2026-06-14,Sizing,script,Phase 381 winner profile review,Script run_phase381_winner_profile_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase381_winner_profile_summary.json,Report generated; no runtime adoption,research_complete
382,2026-06-13,Position,script,Phase 382 capital audit,Script run_phase382_capital_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase382_capital_constrained_summary.json,Report generated; no runtime adoption,research_complete
382,2026-06-13,Position,script,Phase 382 capital constrained backtest,Script run_phase382_capital_constrained_backtest.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase382_capital_constrained_summary.json,Report generated; no runtime adoption,research_complete
382,2026-06-13,Sizing,script,Phase 382 profit driver preservation monitor,Script run_phase382_profit_driver_preservation_monitor.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase382_capital_constrained_summary.json,Report generated; no runtime adoption,research_complete
383,2026-06-13,Sizing,script,Phase 383 realistic credit sizing backtest,Script run_phase383_realistic_credit_sizing_backtest.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase383_realistic_credit_sizing_summary.json,Report generated; no runtime adoption,research_complete
384,2026-06-13,Position,script,Phase 384 capital scaling study,Script run_phase384_capital_scaling_study.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase384_capital_scaling_summary.json,Report generated; no runtime adoption,research_complete
385,2026-06-14,Position,script,Phase 385 cap sensitivity study,Script run_phase385_cap_sensitivity_study.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase385_cap_sensitivity_summary.json,Report generated; no runtime adoption,research_complete
386,2026-06-14,Position,script,Phase 386 third position quality review,Script run_phase386_third_position_quality_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase386_third_position_quality_summary.json,Report generated; no runtime adoption,research_complete
